,text,label_x,label_y,label_z
4321,"Tư_tưởng bá_chủ , bá_quyền_thế_giới đã lỗi_thời , hãy mau tỉnh_ngộ .",0,1,1
4322,Tốt đấy nhưng thấy cấn cấn gì đấy khi thấy mình hoàn_toàn thành đất nhanh quá và biến mất .,0,0,7
4323,"Mua chạy dịch_vụ thì chọn xl7 vì xe 7 chỗ . Máy_hút khí tự_nhiên bền_bỉ hơn , chi_phí bảo_dưỡng ít hơn .",1,0,2
4324,"Thay tên đường kéo_theo bao hệ_lụy từ comment , sổ hộ_khẩu , giấy_tờ nhà_đất và bao giấy_tờ khác . Kiến_nghị nên xem_xét kỹ trước khi đổi .",1,0,3
4325,Chúc_mừng con . Chào_mừng con trở về lại thế_giới thoát ải tử_thần . Cầu_chúc cho con luôn mạnh_khỏe và thật nhiều hạnh_phúc trong tương_lai .,1,0,0
4326,Bài phân_tích tuyệt_vời . Vnexpress cần có những bài dịch và phân_tích chất_lượng như thế này . Cảm_ơn vnexpress .,0,0,1
4327,Nước mỹ cần một tổng_thống như trump .,0,0,1
4328,Cầu_mong bão nó đi quẹo loanh_quanh rồi vòng ngược ra biển rồi yếu dần và tan đi !,0,0,3
4329,"Kinh_doanh các sản_phẩm điện_máy thực_chất có tỷ_suất lợi_nhuận không lớn và lại chiếm nhiều diện_tích trưng_bày . Đmx mini có_lẽ hướng nhiều đến các sản_phẩm đồ điện gia_dụng có profit margin cao hơn , chiếm ít diện_tích trưng_bày hơn và đặc_biệt là có_thể để khách tự vận_chuyển lắp_đặt . Hướng đi này thực có tiềm_năng nhưng cần một quá_trình bù_lỗ cho đến khi số_lượng và khoảng_cách các cửa_hàng đạt một mức_độ nhất_định , để có_thể tối_ưu luân_chuyển hàng_hóa và bảo_hành , thì khi đó doanh_thu mới đồng_nghĩa với lợi_nhuận thu về .",1,0,9
4330,Chúng_ta đang được hưởng một thành_quả xuất_phát từ tình_yêu của cha giành cho cậu con_trai của mình .,0,0,7
4331,"Cha_mẹ đã mất bao_lâu ? Sau ly_hôn mới nhớ cha_mẹ còn 300 m2 đất . Cha_mẹ còn sống bạn có phụng_dưỡng không hay bận lo ở_rể , nhà có bao_nhiêu anh_em ? cố_gắng tìm luật_sư giỏi để đòi đất bạn nhé ! Chúc bạn thành_công .",1,0,6
4332,Thương quá .,0,0,6
4333,Mua xe_đạp đi bạn . Không hề tốn xăng luôn .,1,0,2
4334,"Tôi cũng làm kinh_doanh nhỏ có nhãn_hiệu , dù có khác 70 cũng bị mổ_xẻ đủ kiểu thậm_chí yêu_cầu đổi tên , để lọt nhãn trên chắc có nguyên_nhân chủ_quan cả .",0,0,9
4335,Di_đà phật .,0,0,0
4336,Ký_ức tuổi_thơ tôi . Một thời đã xa .,0,0,3
4337,Giờ mới hiểu về bệnh hội_chứng tóc_mây .,0,0,0
4338,Cũng chưa khẳng_định đây là tin xấu hay tốt của ông trump . Có_thể qua đây ông sẽ nhận được sự ủng_hộ của một_số người bất_mãn về covid đột_nhiên quay lại thông_cảm với ông . Hãy chờ xem .,1,0,1
4339,"Quan_niệm về cái chết ở phương đông khác nên phải mất thời_gian mới mong chấp_nhận được , .",0,0,7
4340,"Tôi tin thành_phố hồ chí minh sẽ làm được , quan_sát một_số công_trình công_cộng đã hoàn_thiện tôi rất vừa_ý . Ngay chỗ tôi ở là thảo điền q2 , hiện có rất nhiều công_viên sạch đẹp hiện_đại , công_viên dạ cầu sài_gòn đưa vào sử_dụng là một thí_dụ cảnh_quan rộng_rãi , đẹp , khu vui_chơi tập_thể_dục hiện_đại .",1,0,3
4341,"Theo tôi , đây là những ẩn hại từ việc bỏ_qua quy_hoạch đô_thị và phát_triển hạ_tầng một_cách đồng_bộ để chạy theo tăng_trưởng kinh_tế sẽ là lâu_dài và chỉ hiện lên rõ_ràng khi chuyện đã rồi và khó có_thể sửa_chữa .",1,0,3
4342,"Sợ thật . Thôi từ nay chịu_khó mua đồ tươi_sống về chế_biến mà ăn , đồ ăn sẵn quá nguy_hiểm nếu nhà sản_xuất không có tâm .",0,0,0
4343,"Nhiều người tiếc 500 không tháng và đi khuyên người khác đừng dành 500 không cho bhnt . Nhưng khi vào hoàn_cảnh rồi mới thấy cái cảnh phiền người khác cỡ nào khi bạn nằm đó , bạn không_thể đi làm , người nuôi bạn cũng không_thể đi làm , đại_gia_đình lo_lắng chăm_nom cho bạn , chưa kể đến gia_đình bạn đơn chiết rất là phiền . Khi bạn nằm đó thì người khuyên bạn không nên tham_gia bhnt lại thăm_nom bằng ký đường , hộp sữa , trái_cây , . Dúi vào tay bạn vài trăm với lời động_viên mau hết bệnh nhé . Và chưa chắc có lần thứ hai lại thăm . Khi bạn khổ quá thì phải phiền bạn_bè , người_thân , . Đi vận_động người khác hỗ_trợ cũng là lẽ thường_tình . Cho đi là sẽ nhận lại , bạn không giúp_đỡ ai thì khi cần có ai giúp bạn ? 500 không bao_nhiêu ly cà_phê , thức uống chưa chắc tốt cho sức_khỏe . 500 không bao_nhiêu cuộc ăn_chơi hao tốn sức_khỏe . 500 không chắc_chắn không làm thay_đổi lớn cuộc_sống của bạn trong 1 tháng , nhưng làm thay_đổi lớn khi bạn gặp rủi_ro . Cũng không_trách khi yên bình ai cũng came giác an_toàn , chỉ trách có cách phòng dễ_dàng mà mình không xài .",1,0,9
4344,Rao giá vậy mới lừa được chứ .,0,0,9
4345,Thuê 10 triệu 1 năm mở dịch_vụ câu 100 ngàn 1 ngày . Có cơ lắm mới thuê được .,0,0,3
4346,Vấn_đề ông ấy đã cho người dân biết cần bầu ai . Bây_giờ ông hãy giữ sức_khỏe và ra đòn cuối . Hy_vọng đó là chiêu_bài để đánh_bại biden .,0,0,1
4347,Kia 2011 đăng_ký 2013 xe_nhập số tự_động gia đi gia_đình 250 có ai quan_tâm không .,0,0,2
4348,"Người_ta thường tính đếm tương_lai trên cơ_sở các dữ_kiện sống hiện_tại , ví_dụ nếu tôi ổn_khỏe và kiếm đều đều . Thì 3 năm nữa , năm nữa . Tôi sẽ thế này , con tôi sẽ thế kia . ? ! nhưng , đời rất dở vì chữ nhưng hay này đấy ! nếu rủi_ro ngã xe , mất việc , ốm_đau . Tôi sẽ trông vào đâu ? hãy tính_toán chu_đáo và có tầm nhìn 1 chút , khi mọi thứ còn chưa quá . Tệ !",1,0,9
4349,"Tự_hào quá việt nam ơi ! đúng mà , việt nam xử_lý quá tuyệt_vời .",0,0,1
4350,Gần 50 rồi mà nhìn như 17 vậy anh ?,0,0,5
4351,Thương các con . Mong các con chóng khỏe nhé .,0,0,0
4352,Xin chia buồn .,0,0,5
4353,"Hài nhỉ trump được đề_cử giải nobel hòa bình 2021 vì các nỗ_lực trung_gian đàm_phán hòa bình giữa serbia và kosovo , làm tốt vai_trò trung_gian trong hiệp_ước giữa israel và các tiểu vương_quốc arab thống_nhất uae . Biden được đề_cử vì nỗ_lực nhằm xoa_dịu căng_thẳng chính_trị giữa làn_sóng biểu_tình ở mỹ . Đối_ngoại với đối_nội . .",0,1,1
4354,Tôi thấy trong dịch covid 19 này có 1 điểm chung ! tất_cả các nơi bị dịch_bệnh tàn_phá mạnh nhất đều là các quốc_gia đã và đang là các đế_quốc hùng_mạnh trong lịch_sử và hiện_tại .,1,0,1
4355,"Chắc mỹ là đất trú_ngụ của rồng hay sao ấy , vòi_rồng xuất_hiện rất nhiều . Nếu có lịch_sử lâu_dài có_lẽ con rồng sẽ thế chỗ đại_bàng làm biểu_tượng của nước mỹ .",0,0,7
4356,Rồi các cháu miền núi sẽ tăng tỷ_lệ không biết đọc vì học cái chữ khó quá !,0,0,8
4357,Luyện công mấy hôm rày cứ thấy thiếu thiếu một đoạn công pháp ! giờ thì mới phát_hiện bản thiếu_sót công pháp đang ở trung quốc ! qua lấy về luyện tiếp nào .,0,0,7
4358,Cám_ơn tất_cả đội_ngũ bác_sĩ đã giữ bình_yên cho xã_hội .,0,0,0
4359,Tính ra sevilla mạnh hơn barca .,0,0,4
4360,"Nếu đúng như trên thì người khổ nhất là vợ mt . Hơn 20 năm gắn_bó , vợ_chồng không chung_đụng , không có con mà sao mọi người không thẳng_thắn giải_thoát cho nhau nhỉ . Thương cho những số_phận phụ_nữ như chị ấy !",1,0,5
4361,Giản_dị mà vẫn toát lên vẻ đẹp của minh_tinh tầm_cỡ thế_giới .,0,0,5
4362,"Hổ dữ không ăn thịt con , người dữ cũng không ăn thịt con nhưng còn làm những việc thất_đức và kinh_khủng hơn cả ăn thịt , rồi đây bé sẽ mang theo ký_ức này như một nỗi ám_ảnh sẽ theo con suốt cuộc_đời , vết_thương da thịt của con sẽ lành nhưng vết_thương lòng thì sẽ là mãi_mãi .",1,1,6
4363,"Hoàn_toàn đồng_ý . Bản_thân tôi cũng nghĩ con lên cấp 2 sẽ mua cho con , mà giới_hạn ngày dùng tầm 30 thôi . Đây mang đến lớp thì vừa dễ mất , lại vừa khó kiểm_soát .",0,0,8
4364,Có đội còn tệ hơn rạp xiếc nhỉ . Xd,0,0,4
4365,"Theo tôi nghĩ vật_chất tối là hạt cơ_bản nhất của vật_chất , chúng hình_thành khi phản_ứng hạt_nhân xảy ra giải_phóng các neutron , trong quá_trình giải_phóng neutron chúng_tỏa hết năng_lượng và trở_thành vật_chất tối do đó chúng không tương_tác với vật_chất . Vũ_trụ của chúng_ta hình_thành từ vụ nổ lớn và sau đó là các chuỗi phản_ứng hạt_nhân như mặt_trời cho_nên một phần_lớn vật_chất đã chuyển_hóa thành hạt cơ_bản cho nên hiện_nay vật_chất tối chiếm đa_số tổng khối_lượng vật_chất của vũ_trụ .",1,0,7
4366,"Ăn_chay nên tự nấu kiểu đơn_giản và tươi ngon từ đậu đỗ , rau củ , nấm . Để tốt cho sức_khỏe . Đừng ham những thứ chế_biến sẵn , nhiều hương_liệu , chất bảo_quản , tạo_hình , đặt tên kiểu giả đồ mặn . Mất hết cả ý_nghĩa của việc ăn_chay .",1,0,0
4367,"14 ngày vẫn còn nguy_hiểm , yêu_cầu cách_ly 14 ngày tiếp tại nhà , và công_an địa_phương và người cách_ly phải có trách_nhiệm khi người phải cách_ly đi ra ngoài trong thời_gian bị cách_ly tại nhà .",1,0,0
4368,"Liverpool , bayern và juventus . Uefa sẻ xếp lịch duyên_nợ barca sẻ gặp mội đội trong 3 đội đó cho mà xem .",0,0,4
4369,Tuyệt ! nhìn bánh biết lễ_hội truyền_thống . Nhiều cơ_sở sx của ta cải_biên phải tư_duy nhức đầu mới biết dành cho tết trung_thu .,1,0,1
4370,"Chiếc xe vừa là phương_tiện đi_lại , vừa là tài_sản khi cần để bán lại , và là sự tự_hào của mỗi chúng_ta nên theo tôi nghĩ mua xe có thương_hiệu vẫn hơn .",1,0,2
4371,"Thời nào rồi còn chọn morning hở bác . I10 thẳng tiến nhé . Xe_thiết_kế đẹp , mà xe cũ cũng vẫn đi tốt . Mấy con mỏning cũ đi lọc_cọc chật không chịu nổi đâu .",1,0,2
4372,"50 năm trước mỹ đáp lên mặt_trăng lên xuống như đáp xe_buýt . Giờ thì đang tiếp_tục hoàn_thiện công_nghệ hạ_cánh , còn công_nghệ cất_cánh từ mặt_trăng sẽ hoàn_thiện tiếp_theo .",1,0,7
4373,Việt_nam cố lên ! đất_nước chiến_thắng !,0,0,0
4374,"Về thì lo mà nghiêm_túc tập_luyện , thi_đấu nhé golfreth bale , chứ chả chuyên_nghiệp tí nào cả . Haizz .",1,0,4
4375,"Tạm_biệt anh , chiến_binh báo đen .",0,0,5
4376,Đất_đai lại nhảy_múa giá . Để đi phà cho vui cũng được .,0,0,3
4377,"Bọn côn_đồ , cho hưởng án cao nhất , không khoan_hồng với tất_cả nhóm này . Không có vụ gián_tiếp hay trực_tiếp gây án .",1,1,6
4378,"Trong bóng_đá hiện_đại , cậu là 1 trung_phong , chỉ ở mức khá nhưng có 3 điều làm_giá cậu luôn ổn_định trẻ , đẹp_trai và tỏa sáng đúng lúc . Nếu cậu ngoài 30 tuổi với năng_lực hiện_tại thì chỉ có_giá không quá 10 . Dù_sao , là người_yêu bóng đã , chúc cậu luôn khỏe_mạnh và thành_công .",0,0,4
4379,Hà_kiều anh đẹp mãi với thời_gian !,0,0,5
4380,Con_người thật có sức tưởng_tượng khủng_khiếp . Thấy có giống gì đâu .,0,0,7
4381,"Chúc_mừng arsenal , dù thắng không mấy thuyết_phục nhưng vẫn hơn mu , trước mùa giải mới còn chưa biết các đối_thủ mua_sắm thế_nào mà mu có tân bình mới chưa gì fan cuồng đã nổ nào là năm nay vô_địch , bộ 3 tiền_vệ thần_thánh , . Để rồi nhận ngay 3 nho , nhục lắm .",1,0,4
4382,"Phụ_nữ 50 tuổi chỉ phù_hợp với giữ cháu nội , ngoại thôi , chứ giữ trẻ thì là quá_sức , quá tầm .",0,0,8
4383,"Sử_dụng ma_túy , điều_khiển xe khi chưa đủ tuổi , chưa có bằng lái tông chết 2 người 30 tháng tù .",1,0,6
4384,Nên tăng luật nặng hơn chứ xem video là biết họ chẳng màng gì tới mạng sống của người khác .,1,0,2
4385,"Xe này chuẩn như bạn nói thì chủ_nhân mua xe về để ngắm cho vui . Nếu bạn thích này thì mua , xe mơ dù là hạng xe bình_dân thì nó vẫn là xe sang ở việt_nam , xe mơ nó thể_hiện đẳng_cấp và chịu_chơi , chịu chi của chủ_nhân . Nếu bạn phân_vân về số tiền bỏ ra quá thì không nên , với xe đã cũ thì bạn sẽ phải chi_phí sử_dụng , bảo_dưỡng tăng theo . Với tầm giá 800 bạn có_thể tìm_hiểu mẫu xe khác nếu tài_chính bạn không đủ mạnh .",1,0,2
4386,Vẫn sống 12 năm cũng là cao_tuổi ghê rồi .,0,0,7
4387,Không có gì ngoài đá cho vui thôi nha .,0,0,4
4388,"Bão rất khó đánh_bật gốc cây sồi vì cái rễ của loại cây này bò rất xa . Hoặc xa bằng hoặc xa hơn cái tán cây trong hình và ăn rất xâu trong lòng đất . Tới mùa thu tuy vẫn có rụng lá , hoa nhưng lá mới mọc lên liền cho_nên nhìn tổng_thể thì cây này có lá xanh quanh_năm cho_dù là có tuyết .",1,0,7
4389,Sản_phẩm như này không ai kiểm_tra trước khi cấp phép ra thị_trường hả ta ?,0,0,0
4390,"Thấy các cây bị gãy đổ có nhiều cây bị sâu , mục thân quá nhỉ .",1,0,3
4391,"Em mới bán . Nếu xe ngon giá đó thì quật ngay . Xe chạy đầm chắc , phụ_tùng đầy , rẻ , dễ sửa , xăng cộ thì hơi ăn hơn , xác nặng , đừng so với atis toyota , khập_khiễng lắm , chạy nó nên so với sedan hạng .",1,0,2
4392,"Các bạn cứ phản_đối và chê_bai , tôi mong_mỏi ngày_đêm có vaccine nga để tiêm đây . Ai chê cứ chế , mỗi người có một suy_nghĩ . Còn tôi tin nga đã thành_công , người nga không hề suy_nghĩ đơn_giản , chắc_chắn họ đã làm chặt_chẽ các bước rồi chỉ có_điều không làm theo lối mòm mà họ làm rút ngắn giai_đoạn .",1,0,0
4393,"Đánh vào tâm_lý ham của rẻ , đứng ở góc_độ người bán thì trừ khi làm từ_thiện hoặc bán_tháo chuyển nghề chứ trên đời bây_giờ làm gì có cái gì ngon , bổ mà_lại rẻ !",0,1,9
4394,"Về hình_thể sẽ rớt vòng đầu , không có cơ_hội thể_hiện tài_năng .",0,0,5
4395,"Meghan không phải người anh nên việc kỳ_vọng cô ấy có_thể làm gì cho nước anh , người dân anh hay hoàng_gia anh là điều không thực_tế .",1,1,1
4396,Cứ nghe cuba là thấy thân_thương đến lạ . Có_lẽ từ nhỏ được ông_bà nói nhiều về tình anh_em của hai nước việt nam cuba !,0,0,1
4397,Lúc này chỉ thở thôi chúng_ta cũng quý bằng vàng so với châu âu .,0,0,1
4398,"Là một người đàng ông mỹ gốc việt , khi hay tin vị tổng_thống của mình có kết_quả dương_tính covid 19 , tôi thật bàng_hoàng và gần như ứa nước_mắt mặc_dù tôi không hề bầu_chọn ông cách đây 4 năm . Tôi chỉ biết cầu cho ông sớm thoát khỏi con vi_khuẩn quái_ác này và có cơ_hội tiếp túc phục_vụ thêm 4 năm nữa .",1,0,1
4399,Việt_nam cố lên ! đất_nước chiến_thắng !,0,0,0
4400,Việt_nam quá xuất_sắc . Qua ba đợt dịch tôi hoàn_toàn tin_tưởng và yên_tâm vào khả_năng chống dịch mà chúng_ta đang làm . Quá yêu !,0,0,0
4401,"Anh không nói rõ vị_trí cụ_thể , quận 9 mênh_mông , rồi diện_tích cụ_thể miếng đất thì ai mà biết giá có chạm đáy hay_là không , tiền nhàn_rỗi theo em anh tìm_hiểu xung_quanh đó để tham_khảo giá , nếu bạn_bè thân_tình thì chắc không đến nổi thuốc anh , chúc anh có quyết_định sáng_suốt , mua đi anh nha !",1,0,9
4402,Mà cuối_cùng có đem con rắn đi bán không ?,0,0,0
4403,"Chúc_mừng barca với chiến_thắng này , nhìn su thỏ ghi_bàn cho atm mà tiếc , còn griezmann và coutinho vẫn vô_hại như mọi_khi , chỉ có fan rô kém hiểu_biết mới cho rằng griezmann và coutinho là gánh team , các cầu_thủ barca cần cố_gắng tập đi trên đôi chân của chính mình đi chứ bao_nhiêu năm qua ỉ lại đi trên đôi chân của messi quen rồi , cứ ung_dung ngồi đợi messi đem cúp về hưởng ké thôi .",0,1,4
4404,Nếu lúc đó sung nổ thì đi còn đứng ở đây không .,0,0,6
4405,Thôi cho mấy em vào dạo quanh nhà_tù nào đó rồi về . Tôi nghĩ cảnh đó đủ hiểu hành_động chống_đối xã_hội nó kinh_khủng như thế_nào .,0,0,8
4406,Ông cũng có hơn trump đâu mà nói người_ta ?,0,0,1
4407,"Chỗ tôi công_nhân xây_dựng cứ rảnh là họ đi giăng lưới , hái rau .",0,0,3
4408,"Con grandeur 2020 hay còn có tên khác hyundai azera trang_bị và tính_năng , nội_thất thì chấp hết mấy dòng es hay cả lo_sợ của lexus mà nó cũng chả thèm xếp vào thương_hiệu hạng sang . Thế mới thấy mấy bác nhật chỉ giỏi lòe người .",1,0,2
4409,"Xu_thế phát_triển của xã_hội , những dụng_cụ , phục_vụ con_người , đã lạc_hậu , tự_khắc phải mất đi , xưa kia lấy lửa cách khác , giờ khác , xưa kia đọc báo giấy là chính giờ đọc báo điện_tử , nên việc đào_thải những lạc_hậu , để phát_triển những lợi_ích , hiện_đại hơn , là quy luạt tất_yếu của sự sống .",1,0,9
4410,Chúc_mừng chiến_công của các chiến_sĩ công_an .,0,0,6
4411,Cầu_mong con được yêu_thương che_chở và lớn lên thật khỏe mạnh con nhé .,0,0,0
4412,"Tốt nhất là dùng hàng_rào điện , ở mức điện_áp chỉ gây choáng có biện_pháp kèm theo để bảo_vệ người rất nhiều khu bảo_tồn dùng nó rất hiệu_quả , chi_phí đầu_tư không cao vì không cần thi_công quá hoành_tráng .",1,0,3
4413,"Năm xưa sáp vô cô này có bầu , bỏ vợ jennifer theo jolie . Ngày vui qua mau , bỏ nhau vật_vã cũng đáng tội của brad .",0,0,5
4414,Biết các tội này khung hình_phạt cao nhất như thế_nào . Nhìn mặt 2 người này thấy ghê gợn .,0,1,6
4415,Đau_đớn quá .,0,0,3
4416,Đèn quận ba ngọn xanh ngọn đỏđèn hóc_môn ngọn tỏ ngọn luquận ba mưa lớn êm ruhóc môn mưa lớn giống như . Cái hồanh thợ_điện nước tràn sợ hãichị bệnh_nhân tê_tái_cõi lòngvùng ven mưa lớn thành sôngxứ gò nhìn giống cửu long hồng hàxưa thủy_tinh dưới màu thần núigiờ sơn tinh buồn_tủi đau lòngkhắp nơi đất_hóa bê tôngmỗi lần mưa lớn mênh_mông nỗi buồn .,0,0,3
4417,Mình thấy mua con toyota wigo là ok nè . Tiết_kiệm xăng rộng_rãi nữa .,1,0,2
4418,"Theo bác này thì chủ_yếu đi gia_đình , tuy_nhiên lại muốn kết_hợp . Vậy nên chọn i10 sedan , có cốp sau tiện hơn . Hy_vọng fadil có bản sedan , nếu có thì lại khuyên bác ngược_lại là chọn fadil .",1,0,2
4419,Nhìn brad mặc mấy bộ này thì đóng james bond là quá hợp . Tôi thấy ăn_đứt daniel craig .,0,0,5
4420,"5 năm rồi đấy ông ạ , 5 năm qua ngoài cái cup nhà_vua với laliga thì còn lại gì ? ra khỏi tbn thì toàn hổ_hóa mèo . Phải nói barca quá kiên_trì với m10 , ngoại_trừ tăng lương va hứa xuông thì chả được cái gì cả . Câu_lạc_bộ tốn bao_nhiêu tiền mua cầu_thủ siêu_sao , về thì bị đì vì giữ chỗ cho su thỏ . Hài thật .",1,0,4
4421,Nhìn rổ cá_rô gai đã quá .,0,0,3
4422,Mong anh í để_dành sức không ghi_bàn_giao_hữu để bùng_nổ trong những trận cầu đinh .,0,0,4
4423,Bạn này dạy ở đâu để mình đăng_kí học .,0,0,8
4424,"Minh chay khó_khăn , cạn sức là sao , công tình_yêu mới mở góp vốn đến 20 tỷ đồng , nhà_xưởng máy_móc chỉ ở mức cơ_bản sản_xuất nhỏ chứng_tỏ đầu_tư thấp . Mới hoạt_động dăm_ba tháng trong điều_kiện như trên , không có nâng_cấp mở_rộng gì thì tiền góp vốn của minh chay chắc_chắn còn nhiều nhiều tỷ chứ .",1,0,9
4425,Phải_chăng thương_hiệu dunlop chính là tên ông .,0,0,7
4426,"Hùm xám mà tóm được mu thì thôi rồi , nhai ngấu_nghiến .",0,0,4
4427,"Không nhờ bale chắc real không vô_địch c1 đâu , ít ghi_bàn nhưng toàn ghi nhưngd bàn thắng quan_trọng .",1,0,4
4428,"Fadil . 450 củ là được con cao_cấp 6 túi khí rồi . Hay di_chuyển trong đô_thị thì em nó là ngon nhất trong phân khúc rồi , thỉnh_thoảng đi chơi thì để đồ cũng không thành vấn_đề . Muốn rộng hơn tí , có cốp để đồ thì mua attrage .",1,0,2
4429,Chúc_mừng hai bé ! cảm_ơn đội_ngũ thầy_thuốc việt nam !,0,0,0
4430,"Thêm nữa là mua những thứ mình cần chứ không phải những thứ mình muốn và luôn chăm_sóc sức_khỏe tốt , chúc mọi người thành_công và giàu_có .",1,0,9
4431,"Cần công_khai tên_tuổi các bệnh_viện này để bệnh_viện nâng cao ý_thức , trách_nhiệm phòng_ngừa covid .",1,0,0
4432,"Thế mới nói , sống đối_mặt với những sóng_gió , thăng_trầm của cuộc_sống mới khó , chứ chết thì quá dễ_dàng . Rip !",0,0,5
4433,Love fc barcelona .,0,0,4
4434,"Xem hình , thật kinh_khủng , không_thể tưởng_tượng nỗi cái cảnh những con_người bình_thường đang có_mặt lúc xãy ra vụ nổ ! cầu cho mọi người bình an !",0,0,7
4435,"Có cầu , có đường hoàn_chỉnh thì nơi đó sẽ phát_triển .",0,0,3
4436,"Vaccine là để phòng_bệnh tuy_nhiên với bệnh này kháng_thể con_người hoàn_toàn có_thể đánh_bại virus này , đã có nghiên_cứu khi bị nhiễm vào phổi thì kháng_thể mới xuất_hiện sau đó đánh_bại virus covid19 , còn những người xuất_hiện kháng_thể ngay từ đầu hầu_như không hề_hấn gì , do đó đề_xuất của nga đề_nghị mỹ tiêm vaccine khi mới bị nhiễm là hoàn_toàn có cơ_sở , mỹ nên tiếp_nhận đề_xuất của nga .",1,0,1
4437,"Bài hát bình_thường , góc_quay lúc thu âm quá kém , chèn phim chẳng có logic gì , xem 1 lần vì dư_âm của không màu sẽ không có lần sau .",0,1,5
4438,Chỉ đá 1 trận mà đã bằng 1 2 thành_tích bm đạt được trong 23 trận thì đúng là thần_thánh bm đá 23 trận lủng lưới 16 bàn .,1,0,4
4439,"Cute quá , chúng_ta nên chung tay bảo_vệ các loại động_vật quý_hiếm .",0,0,7
4440,Căn biệt_thự này tính sơ_sơ cũng tầm 300 tỷ ! nhà tôi ngay gần nhà đấy !,1,0,9
4441,Các nước_lớn luôn lập kỉ_lục người nhiễm . Quá nguy_hiểm .,0,0,0
4442,Thế mới thấy đàn_ông ý vô_cùng lịch_lãm nam_tính . Brad pitt người mỹ nên không có được nét đúng chất ý . Những ảnh này cũng đã qua thêm_thắt nhiều chứ giờ anh ấy không được như_vậy nữa .,0,0,5
4443,Đại_ca lỡ chân có tí mà lo gì ! lấy lại đà nhanh thôi ! giảm tí nữa ôm ngay !,0,0,9
4444,"Ôi tuyển bồ , mua cr7 nữa thì thật là tuyệt .",0,0,4
4445,Không thấy messi chọc khe bóng dài hả các bác .,0,0,4
4446,Em đi cả 2 xe rồi và đang sài lux sa 2 . Không trên cả tuyệt_vời hộp_số với động_cơ phải nói gần như iphone và ios giá này quá hời luôn . Phụ_tùng siêu rẻ do phải thay gương vì chủ_quan quay đầu đập vào thanh sắt . Giá phụ_tùng như công_bố .,1,0,2
4447,"3 tỷ , lãi_suất kỳ_hạn 1 năm rút lãi hàng tháng cũng cỡ hơn chục triệu rồi . Nếu có đi làm thì cũng sống khá khỏe rồi . Còn muốn mạo_hiểm đầu_tư thì phải chấp_nhận rủi_ro nếu có . Tùy_anh bạn thôi .",1,0,9
4448,"Vợ_chồng tướng phu thê quá , chúc_mừng gia_đình .",0,0,5
4449,Nguồn_gốc là đứa con_gái chọn nhầm người .,0,1,6
4450,"Trời_ơi các bức vẽ quá đẹp ! còn giọng ca của khánh ly , đúng là huyền_thoại , rõ_ràng , rền vang , một sự thẳng_thắn trong giọng hát !",0,0,5
4451,"Ngây_ngất với bmw . Mặc_dù tôi vẫn thích dòng 5 hơn vì dòng 3,4 này nhìn quá cá_tính , quá ngầu . Nhưng cũng hay hay có tiền mua bmw m4 và bmw s1000rr thì lúc_nào cũng muốn ra đường trừ trời mưa lớn đường ngập .",1,0,2
4452,"Không lo_ngại ở đây là không lo phải trụ hạng như các mùa trước do thể_thức thi_đấu thay_đổi thôi . Chứ nếu trận tới thua câu lạc_bộ thành_phố hồ chí thì coi như hagl chả còn động_lực gì ở vãi mùa này . Vậy nên trận tới hagl chắc_chắn thắng nhé , cách mà họ thắng câu lạc_bộ thành_phố hồ chí mùa trước , thắng giòn_giã và bất_chấp .",1,0,4
4453,Mong giảm xuống thêm 4 cấp nữa để giảm thiệt_hại cho người dân miền trung quê tôi .,0,0,3
4454,"Ars đã trở_lại . Vẫn nhớ henry , beckam , evra . Thành_tích bất_bại 1 mùa vẫn còn đó .",1,0,4
4455,"Nếu bi phá_hủy thì có_thể chưa vào trực_chiến , và toàn_bộ phòng không chưa sẳn sằng tác_chiến .",1,0,1
4456,"Ông_bà obama nên từ_bỏ ý_nghĩ ông biden vẫn là phó_tướng của ông obama . Đừng phủ bóng bằng những chương_trình nghị_sự cũ , đã thất_bại từ 4 năm trước . Đặc_biệt đừng bảo_vệ chương_trình obamacare nữa , mà phải thay_đổi dựa trên những nền_tảng của nó . Hãy để ông biden có đường_lối riêng .",1,0,1
4457,"Mặc quần short , dép lào bắn súng bắt ma_túy , ca việt nam đỉnh thực_sự !",0,0,6
4458,Việt_nam cố lên ! đất_nước chiến_thắng !,0,0,0
4459,Xe nhật đâu không thấy ?,0,0,2
4460,"Tôi đã từng comment phản_đối việc đốn hạ rừng để xây khu tái_định_cư ở côn đảo , nay đọc bài này thấy chính_quyền côn đảo giữ lại rừng tôi thấy rất vui vì đơn_giản rằng rừng lá phổi bảo_vệ sức_khỏe con_người thì dù ít hay nhiều rừng cũng vẫn mang đến lợi_ích về sức_khỏe cho con_người , vì_vậy hãy bảo_vệ rừng bằng mọi giá .",1,0,3
4461,"Anh trường , 1 thời thanh_xuân của tôi ! mến .",0,0,5
4462,Nhìn vân đẹp thế kia tên mộc là phải rồi .,0,0,7
4463,"Mẹ của chú ấy đẹp quá , sanh điệu nữa .",0,0,5
4464,Chúc_mừng các anh không tiếc máu xương bảo_vệ bình an tổ_quốc .,0,0,6
4465,Lại khổ nữa rồi . Hu_hu .,0,0,3
